1999/01/04, 8.855
1999/01/05, 8.7745
1999/01/06, 8.7335
1999/01/07, 8.6295
1999/01/08, 8.59
1999/01/11, 8.5585
1999/01/12, 8.61
1999/01/13, 8.747
1999/01/14, 8.7245
1999/01/15, 8.715
1999/01/18, 8.6575
1999/01/19, 8.63
1999/01/20, 8.6
1999/01/21, 8.605
1999/01/22, 8.6225
1999/01/25, 8.6125
1999/01/26, 8.6125
1999/01/27, 8.5985
1999/01/28, 8.57
1999/01/29, 8.5785
1999/02/01, 8.5395
1999/02/02, 8.5845
1999/02/03, 8.625
1999/02/04, 8.6425
1999/02/05, 8.6725
1999/02/08, 8.62
1999/02/09, 8.6505
1999/02/10, 8.6425
1999/02/11, 8.6435
1999/02/12, 8.6075
1999/02/15, 8.593
1999/02/16, 8.6205
1999/02/17, 8.6955
1999/02/18, 8.7385
1999/02/19, 8.7075
1999/02/22, 8.6885
1999/02/23, 8.6745
1999/02/24, 8.654
1999/02/25, 8.6965
1999/02/26, 8.6965
1999/03/01, 8.6475
1999/03/02, 8.652
1999/03/03, 8.6475
1999/03/04, 8.6155
1999/03/05, 8.58
1999/03/08, 8.5785
1999/03/09, 8.5605
1999/03/10, 8.5435
1999/03/11, 8.501
1999/03/12, 8.5285
1999/03/15, 8.5275
1999/03/16, 8.5515
1999/03/17, 8.54
1999/03/18, 8.479
1999/03/19, 8.4515
1999/03/22, 8.4445
1999/03/23, 8.4435
1999/03/24, 8.448
1999/03/25, 8.4635
1999/03/26, 8.376
1999/03/29, 8.3635
1999/03/30, 8.3585
1999/03/31, 8.3475
1999/04/01, 8.3425
1999/04/02, 8.346
1999/04/05, 8.3505
1999/04/06, 8.3345
1999/04/07, 8.3685
1999/04/08, 8.4105
1999/04/09, 8.412
1999/04/12, 8.4048
1999/04/13, 8.3645
1999/04/14, 8.341
1999/04/15, 8.345
1999/04/16, 8.2875
1999/04/19, 8.2685
1999/04/20, 8.2755
1999/04/21, 8.256
1999/04/22, 8.2645
1999/04/23, 8.2765
1999/04/26, 8.2668
1999/04/27, 8.2765
1999/04/28, 8.296
1999/04/29, 8.2695
1999/04/30, 8.2515
1999/05/03, 8.2445
1999/05/04, 8.2385
1999/05/05, 8.2565
1999/05/06, 8.2685
1999/05/07, 8.2585
1999/05/10, 8.211
1999/05/11, 8.2215
1999/05/12, 8.1982
1999/05/13, 8.219
1999/05/14, 8.1825
1999/05/17, 8.2007
1999/05/18, 8.2115
1999/05/19, 8.2643
1999/05/20, 8.26
1999/05/21, 8.2255
1999/05/24, 8.2435
1999/05/25, 8.2565
1999/05/26, 8.238
1999/05/27, 8.2505
1999/05/28, 8.2445
1999/05/31, 8.2375
1999/06/01, 8.2355
1999/06/02, 8.2415
1999/06/03, 8.241
1999/06/04, 8.2275
1999/06/07, 8.195
1999/06/08, 8.1925
1999/06/09, 8.212
1999/06/10, 8.2
1999/06/11, 8.1965
1999/06/14, 8.1805
1999/06/15, 8.189
1999/06/16, 8.1685
1999/06/17, 8.151
1999/06/18, 8.137
1999/06/21, 8.104
1999/06/22, 8.0895
1999/06/23, 8.106
1999/06/24, 8.11
1999/06/25, 8.153
1999/06/28, 8.1315
1999/06/29, 8.121
1999/06/30, 8.1045
1999/07/01, 8.0855
1999/07/02, 8.081
1999/07/05, 8.07
1999/07/06, 8.0645
1999/07/07, 8.0865
1999/07/08, 8.095
1999/07/09, 8.1145
1999/07/12, 8.1075
1999/07/13, 8.1155
1999/07/14, 8.142
1999/07/15, 8.1685
1999/07/16, 8.127
1999/07/19, 8.0985
1999/07/20, 8.15
1999/07/21, 8.263
1999/07/22, 8.271
1999/07/23, 8.239
1999/07/26, 8.341
1999/07/27, 8.3275
1999/07/28, 8.3475
1999/07/29, 8.3537
1999/07/30, 8.3345
1999/08/02, 8.278
1999/08/03, 8.25
1999/08/04, 8.303
1999/08/05, 8.3095
1999/08/06, 8.3125
1999/08/09, 8.2635
1999/08/10, 8.2745
1999/08/11, 8.2385
1999/08/12, 8.2265
1999/08/13, 8.2595
1999/08/16, 8.2205
1999/08/17, 8.199
1999/08/18, 8.2075
1999/08/19, 8.2045
1999/08/20, 8.247
1999/08/23, 8.2515
1999/08/24, 8.2375
1999/08/25, 8.2435
1999/08/26, 8.3245
1999/08/27, 8.2945
1999/08/30, 8.2995
1999/08/31, 8.2795
1999/09/01, 8.2775
1999/09/02, 8.321
1999/09/03, 8.3395
1999/09/06, 8.285
1999/09/07, 8.2725
1999/09/08, 8.2245
1999/09/09, 8.222
1999/09/10, 8.224
1999/09/13, 8.1715
1999/09/14, 8.181
1999/09/15, 8.229
1999/09/16, 8.2155
1999/09/17, 8.2135
1999/09/20, 8.183
1999/09/21, 8.1795
1999/09/22, 8.222
1999/09/23, 8.181
1999/09/24, 8.1915
1999/09/27, 8.1945
1999/09/28, 8.173
1999/09/29, 8.211
1999/09/30, 8.281
1999/10/01, 8.247
1999/10/04, 8.238
1999/10/05, 8.2325
1999/10/06, 8.265
1999/10/07, 8.2745
1999/10/08, 8.3175
1999/10/11, 8.2905
1999/10/12, 8.3005
1999/10/13, 8.319
1999/10/14, 8.307
1999/10/15, 8.3425
1999/10/18, 8.368
1999/10/19, 8.3565
1999/10/20, 8.3145
1999/10/21, 8.329
1999/10/22, 8.283
1999/10/25, 8.2725
1999/10/26, 8.2645
1999/10/27, 8.2395
1999/10/28, 8.25
1999/10/29, 8.246
1999/11/01, 8.2545
1999/11/02, 8.2635
1999/11/03, 8.256
1999/11/04, 8.259
1999/11/05, 8.2355
1999/11/08, 8.228
1999/11/09, 8.2015
1999/11/10, 8.1825
1999/11/11, 8.1925
1999/11/12, 8.1905
1999/11/15, 8.1665
1999/11/16, 8.1925
1999/11/17, 8.2105
1999/11/18, 8.1855
1999/11/19, 8.1795
1999/11/22, 8.1735
1999/11/23, 8.17
1999/11/24, 8.1675
1999/11/25, 8.143
1999/11/26, 8.1055
1999/11/29, 8.1125
1999/11/30, 8.1245
1999/12/01, 8.1365
1999/12/02, 8.132
1999/12/03, 8.105
1999/12/06, 8.131
1999/12/07, 8.1135
1999/12/08, 8.115
1999/12/09, 8.1065
1999/12/10, 8.1065
1999/12/13, 8.095
1999/12/14, 8.091
1999/12/15, 8.105
1999/12/16, 8.1155
1999/12/17, 8.0905
1999/12/20, 8.069
1999/12/21, 8.081
1999/12/22, 8.0435
1999/12/23, 8.0605
1999/12/24, 8.11
1999/12/27, 8.107
1999/12/28, 8.088
1999/12/29, 8.071
1999/12/30, 8.0765
2000/01/03, 8.062
2000/01/04, 8.15
2000/01/05, 8.206
2000/01/06, 8.203
2000/01/07, 8.1945
2000/01/10, 8.19
2000/01/11, 8.2075
2000/01/12, 8.216
2000/01/13, 8.1795
2000/01/14, 8.1365
2000/01/17, 8.0965
2000/01/18, 8.1065
2000/01/19, 8.0755
2000/01/20, 8.0865
2000/01/21, 8.077
2000/01/24, 8.0455
2000/01/25, 8.0415
2000/01/26, 8.069
2000/01/27, 8.0815
2000/01/28, 8.044
2000/01/31, 8.0825
2000/02/01, 8.073
2000/02/02, 8.0175
2000/02/03, 8.0475
2000/02/04, 8.083
2000/02/07, 8.059
2000/02/08, 8.072
2000/02/09, 8.0825
2000/02/10, 8.0695
2000/02/11, 8.0395
2000/02/14, 8.0795
2000/02/15, 8.0685
2000/02/16, 8.1125
2000/02/17, 8.1565
2000/02/18, 8.1455
2000/02/21, 8.17
2000/02/22, 8.1915
2000/02/23, 8.1955
2000/02/24, 8.1475
2000/02/25, 8.1275
2000/02/28, 8.0625
2000/02/29, 8.0805
2000/03/01, 8.0825
2000/03/02, 8.07
2000/03/03, 8.084
2000/03/06, 8.0765
2000/03/07, 8.084
2000/03/08, 8.085
2000/03/09, 8.1175
2000/03/10, 8.0995
2000/03/13, 8.1205
2000/03/14, 8.121
2000/03/15, 8.14
2000/03/16, 8.1585
2000/03/17, 8.154
2000/03/20, 8.1705
2000/03/21, 8.166
2000/03/22, 8.1475
2000/03/23, 8.106
2000/03/24, 8.13
2000/03/27, 8.127
2000/03/28, 8.081
2000/03/29, 8.0625
2000/03/30, 8.0815
2000/03/31, 8.0885
2000/04/03, 8.109
2000/04/04, 8.1145
2000/04/05, 8.157
2000/04/06, 8.133
2000/04/07, 8.127
2000/04/10, 8.1465
2000/04/11, 8.1765
2000/04/12, 8.1585
2000/04/13, 8.148
2000/04/14, 8.149
2000/04/17, 8.2075
2000/04/18, 8.1775
2000/04/19, 8.1733
2000/04/20, 8.1655
2000/04/25, 8.163
2000/04/26, 8.1535
2000/04/27, 8.175
2000/04/28, 8.1475
2000/05/02, 8.1385
2000/05/03, 8.06
2000/05/04, 8.1055
2000/05/05, 8.125
2000/05/08, 8.1375
2000/05/09, 8.1495
2000/05/10, 8.1935
2000/05/11, 8.224
2000/05/12, 8.1715
2000/05/15, 8.199
2000/05/16, 8.175
2000/05/17, 8.154
2000/05/18, 8.1565
2000/05/19, 8.1505
2000/05/22, 8.2155
2000/05/23, 8.2665
2000/05/24, 8.2745
2000/05/25, 8.249
2000/05/26, 8.286
2000/05/29, 8.3075
2000/05/30, 8.3425
2000/05/31, 8.305
2000/06/01, 8.321
2000/06/02, 8.312
2000/06/05, 8.287
2000/06/06, 8.279
2000/06/07, 8.2715
2000/06/08, 8.3095
2000/06/09, 8.3245
2000/06/12, 8.305
2000/06/13, 8.284
2000/06/14, 8.2485
2000/06/15, 8.224
2000/06/16, 8.2485
2000/06/19, 8.267
2000/06/20, 8.2265
2000/06/21, 8.223
2000/06/22, 8.2135
2000/06/23, 8.2025
2000/06/26, 8.179
2000/06/27, 8.2125
2000/06/28, 8.175
2000/06/29, 8.1785
2000/06/30, 8.185
2000/07/03, 8.169
2000/07/04, 8.18
2000/07/05, 8.187
2000/07/06, 8.18
2000/07/07, 8.173
2000/07/10, 8.1655
2000/07/11, 8.1755
2000/07/12, 8.1515
2000/07/13, 8.1475
2000/07/14, 8.1515
2000/07/17, 8.166
2000/07/18, 8.1895
2000/07/19, 8.1735
2000/07/20, 8.189
2000/07/21, 8.1835
2000/07/24, 8.1915
2000/07/25, 8.168
2000/07/26, 8.1825
2000/07/27, 8.195
2000/07/28, 8.1835
2000/07/31, 8.199
2000/08/01, 8.1985
2000/08/02, 8.18
2000/08/03, 8.1585
2000/08/04, 8.1215
2000/08/07, 8.0945
2000/08/08, 8.1165
2000/08/09, 8.067
2000/08/10, 8.087
2000/08/11, 8.1195
2000/08/14, 8.07
2000/08/15, 8.114
2000/08/16, 8.099
2000/08/17, 8.09
2000/08/18, 8.061
2000/08/21, 8.0435
2000/08/22, 8.0435
2000/08/23, 8.0525
2000/08/24, 8.1015
2000/08/25, 8.0955
2000/08/28, 8.0745
2000/08/29, 8.0715
2000/08/30, 8.0715
2000/08/31, 8.0745
2000/09/01, 8.0725
2000/09/04, 8.0815
2000/09/05, 8.074
2000/09/06, 8.0515
2000/09/07, 8.0155
2000/09/08, 8.0385
2000/09/11, 8.024
2000/09/12, 7.98
2000/09/13, 8.0435
2000/09/14, 8.0405
2000/09/15, 8.018
2000/09/18, 7.991
2000/09/19, 8.0055
2000/09/20, 7.9665
2000/09/21, 7.992
2000/09/22, 8.0345
2000/09/25, 8.027
2000/09/26, 8.0215
2000/09/27, 8.044
2000/09/28, 8.0125
2000/09/29, 8.0255
2000/10/02, 8.043
2000/10/03, 8.0345
2000/10/04, 8.035
2000/10/05, 8.048
2000/10/06, 8.0355
2000/10/09, 8.045
2000/10/10, 8.0575
2000/10/11, 8.073
2000/10/12, 8.054
2000/10/13, 8.047
2000/10/16, 8.009
2000/10/17, 8.0375
2000/10/18, 8.0465
2000/10/19, 8.007
2000/10/20, 8.004
2000/10/23, 7.9415
2000/10/24, 7.9465
2000/10/25, 7.946
2000/10/26, 7.927
2000/10/27, 7.9265
2000/10/30, 7.933
2000/10/31, 7.8735
2000/11/01, 7.8765
2000/11/02, 7.9395
2000/11/03, 7.977
2000/11/06, 7.977
2000/11/07, 7.9785
2000/11/08, 7.9635
2000/11/09, 7.939
2000/11/10, 8.0
2000/11/13, 7.989
2000/11/14, 8.0225
2000/11/15, 8.0365
2000/11/16, 8.0135
2000/11/17, 8.0035
2000/11/20, 7.9865
2000/11/21, 8.0345
2000/11/22, 8.0085
2000/11/23, 8.009
2000/11/24, 8.022
2000/11/27, 8.015
2000/11/28, 8.019
2000/11/29, 8.028
2000/11/30, 8.0525
2000/12/01, 8.0815
2000/12/04, 8.1075
2000/12/05, 8.1035
2000/12/06, 8.0655
2000/12/07, 8.115
2000/12/08, 8.112
2000/12/11, 8.0905
2000/12/12, 8.072
2000/12/13, 8.1085
2000/12/14, 8.1115
2000/12/15, 8.14
2000/12/18, 8.08
2000/12/19, 8.1085
2000/12/20, 8.1365
2000/12/21, 8.177
2000/12/22, 8.1915
2000/12/27, 8.2485
2000/12/28, 8.2525
2000/12/29, 8.2335
2001/01/02, 8.3065
2001/01/03, 8.3145
2001/01/04, 8.271
2001/01/05, 8.291
2001/01/08, 8.298
2001/01/09, 8.2495
2001/01/10, 8.205
2001/01/11, 8.2
2001/01/12, 8.185
2001/01/15, 8.211
2001/01/16, 8.208
2001/01/17, 8.223
2001/01/18, 8.227
2001/01/19, 8.227
2001/01/22, 8.211
2001/01/23, 8.2755
2001/01/24, 8.256
2001/01/25, 8.226
2001/01/26, 8.21
2001/01/29, 8.195
2001/01/30, 8.1865
2001/01/31, 8.205
2001/02/01, 8.213
2001/02/02, 8.205
2001/02/05, 8.204
2001/02/06, 8.175
2001/02/07, 8.1875
2001/02/08, 8.1715
2001/02/09, 8.1855
2001/02/12, 8.202
2001/02/13, 8.2165
2001/02/14, 8.219
2001/02/15, 8.2075
2001/02/16, 8.195
2001/02/19, 8.206
2001/02/20, 8.2195
2001/02/21, 8.2425
2001/02/22, 8.26
2001/02/23, 8.2455
2001/02/26, 8.223
2001/02/27, 8.2285
2001/02/28, 8.244
2001/03/01, 8.232
2001/03/02, 8.2195
2001/03/05, 8.226
2001/03/06, 8.2315
2001/03/07, 8.2155
2001/03/08, 8.221
2001/03/09, 8.207
2001/03/12, 8.222
2001/03/13, 8.2345
2001/03/14, 8.213
2001/03/15, 8.1835
2001/03/16, 8.1695
2001/03/19, 8.123
2001/03/20, 8.1265
2001/03/21, 8.1235
2001/03/22, 8.1165
2001/03/23, 8.0855
2001/03/26, 8.083
2001/03/27, 8.085
2001/03/28, 8.081
2001/03/29, 8.065
2001/03/30, 8.057
2001/04/02, 8.058
2001/04/03, 8.0975
2001/04/04, 8.1815
2001/04/05, 8.167
2001/04/06, 8.1285
2001/04/09, 8.141
2001/04/10, 8.1045
2001/04/11, 8.0665
2001/04/12, 8.0725
2001/04/17, 8.048
2001/04/18, 8.059
2001/04/19, 8.0605
2001/04/20, 8.123
2001/04/23, 8.1465
2001/04/24, 8.147
2001/04/25, 8.1625
2001/04/26, 8.1665
2001/04/27, 8.155
2001/04/30, 8.0925
2001/05/02, 8.103
2001/05/03, 8.099
2001/05/04, 8.0925
2001/05/07, 8.079
2001/05/08, 8.054
2001/05/09, 8.04
2001/05/10, 8.071
2001/05/11, 8.0185
2001/05/14, 7.99
2001/05/15, 8.019
2001/05/16, 8.0335
2001/05/17, 8.003
2001/05/18, 7.9605
2001/05/21, 7.931
2001/05/22, 7.9315
2001/05/23, 7.944
2001/05/24, 7.9325
2001/05/25, 7.901
2001/05/28, 7.9115
2001/05/29, 7.8865
2001/05/30, 7.908
2001/05/31, 7.93
2001/06/01, 7.982
2001/06/04, 7.98
2001/06/05, 7.969
2001/06/06, 7.9675
2001/06/07, 7.9555
2001/06/08, 7.951
2001/06/11, 7.9535
2001/06/12, 7.9835
2001/06/13, 7.995
2001/06/14, 7.9545
2001/06/15, 7.998
2001/06/18, 7.9225
2001/06/19, 7.9
2001/06/20, 7.8565
2001/06/21, 7.894
2001/06/22, 7.86
2001/06/25, 7.9285
2001/06/26, 7.936
2001/06/27, 7.899
2001/06/28, 7.884
2001/06/29, 7.8865
2001/07/02, 7.9345
2001/07/03, 7.9505
2001/07/04, 7.924
2001/07/05, 7.9115
2001/07/06, 7.928
2001/07/09, 7.918
2001/07/10, 7.9455
2001/07/11, 7.9825
2001/07/12, 7.964
2001/07/13, 7.9565
2001/07/16, 7.9775
2001/07/17, 7.9805
2001/07/18, 8.0075
2001/07/19, 8.011
2001/07/20, 8.017
2001/07/23, 7.9865
2001/07/24, 8.002
2001/07/25, 8.013
2001/07/26, 8.0125
2001/07/27, 7.984
2001/07/30, 7.98
2001/07/31, 7.985
2001/08/01, 8.012
2001/08/02, 7.996
2001/08/03, 7.9685
2001/08/06, 7.9775
2001/08/07, 7.969
2001/08/08, 7.958
2001/08/09, 7.985
2001/08/10, 8.015
2001/08/13, 8.0625
2001/08/14, 8.068
2001/08/15, 8.1235
2001/08/16, 8.1035
2001/08/17, 8.1325
2001/08/20, 8.1135
2001/08/21, 8.1215
2001/08/22, 8.1105
2001/08/23, 8.112
2001/08/24, 8.106
2001/08/27, 8.083
2001/08/28, 8.068
2001/08/29, 8.068
2001/08/30, 8.0485
2001/08/31, 8.0675
2001/09/03, 8.0305
2001/09/04, 7.963
2001/09/05, 7.9305
2001/09/06, 7.949
2001/09/07, 7.9775
2001/09/10, 8.0025
2001/09/11, 7.947
2001/09/12, 7.987
2001/09/13, 7.999
2001/09/14, 8.028
2001/09/17, 8.0655
2001/09/18, 7.9935
2001/09/19, 7.967
2001/09/20, 7.9315
2001/09/21, 7.929
2001/09/24, 7.979
2001/09/25, 8.045
2001/09/26, 8.051
2001/09/27, 8.085
2001/09/28, 8.11
2001/10/01, 8.0855
2001/10/02, 8.089
2001/10/03, 8.0835
2001/10/04, 8.0605
2001/10/05, 8.07
2001/10/08, 8.06
2001/10/09, 8.0235
2001/10/10, 7.996
2001/10/11, 7.972
2001/10/12, 7.9555
2001/10/15, 7.9735
2001/10/16, 7.9705
2001/10/17, 7.9495
2001/10/18, 7.9575
2001/10/19, 7.969
2001/10/22, 7.98
2001/10/23, 7.949
2001/10/24, 7.945
2001/10/25, 7.949
2001/10/26, 7.9525
2001/10/29, 7.968
2001/10/30, 7.9745
2001/10/31, 7.9985
2001/11/01, 7.985
2001/11/02, 7.969
2001/11/05, 7.9515
2001/11/06, 7.9265
2001/11/07, 7.9585
2001/11/08, 7.892
2001/11/09, 7.8935
2001/11/12, 7.897
2001/11/13, 7.884
2001/11/14, 7.844
2001/11/15, 7.9
2001/11/16, 7.92
2001/11/19, 7.922
2001/11/20, 7.9125
2001/11/21, 7.894
2001/11/22, 7.883
2001/11/23, 7.929
2001/11/26, 7.9495
2001/11/27, 7.941
2001/11/28, 7.9415
2001/11/29, 7.948
2001/11/30, 7.951
2001/12/03, 8.0015
2001/12/04, 7.9665
2001/12/05, 8.0
2001/12/06, 7.976
2001/12/07, 7.977
2001/12/10, 7.9895
2001/12/11, 8.002
2001/12/12, 8.0065
2001/12/13, 8.0235
2001/12/14, 8.028
2001/12/17, 8.037
2001/12/18, 7.9935
2001/12/19, 7.9805
2001/12/20, 7.984
2001/12/21, 7.987
2001/12/24, 7.9755
2001/12/27, 7.961
2001/12/28, 7.9515
2002/01/02, 8.0115
2002/01/03, 8.0105
2002/01/04, 7.9865
2002/01/07, 7.975
2002/01/08, 7.9585
2002/01/09, 7.9475
2002/01/10, 7.951
2002/01/11, 7.952
2002/01/14, 7.944
2002/01/15, 7.9495
2002/01/16, 7.912
2002/01/17, 7.901
2002/01/18, 7.9105
2002/01/21, 7.914
2002/01/22, 7.903
2002/01/23, 7.9225
2002/01/24, 7.876
2002/01/25, 7.857
2002/01/28, 7.8395
2002/01/29, 7.8405
2002/01/30, 7.8535
2002/01/31, 7.841
2002/02/01, 7.8405
2002/02/04, 7.8375
2002/02/05, 7.855
2002/02/06, 7.829
2002/02/07, 7.802
2002/02/08, 7.8315
2002/02/11, 7.836
2002/02/12, 7.832
2002/02/13, 7.827
2002/02/14, 7.7795
2002/02/15, 7.764
2002/02/18, 7.7475
2002/02/19, 7.7485
2002/02/20, 7.7635
2002/02/21, 7.7375
2002/02/22, 7.762
2002/02/25, 7.753
2002/02/26, 7.735
2002/02/27, 7.713
2002/02/28, 7.712
2002/03/01, 7.706
2002/03/04, 7.6915
2002/03/05, 7.6885
2002/03/06, 7.7065
2002/03/07, 7.712
2002/03/08, 7.72
2002/03/11, 7.726
2002/03/12, 7.7165
2002/03/13, 7.7455
2002/03/14, 7.7645
2002/03/15, 7.7675
2002/03/18, 7.7485
2002/03/19, 7.7395
2002/03/20, 7.7155
2002/03/21, 7.699
2002/03/22, 7.693
2002/03/25, 7.7025
2002/03/26, 7.709
2002/03/27, 7.711
2002/03/28, 7.703
2002/04/02, 7.6965
2002/04/03, 7.6675
2002/04/04, 7.6455
2002/04/05, 7.646
2002/04/08, 7.632
2002/04/09, 7.634
2002/04/10, 7.641
2002/04/11, 7.623
2002/04/12, 7.6235
2002/04/15, 7.614
2002/04/16, 7.633
2002/04/17, 7.6375
2002/04/18, 7.634
2002/04/19, 7.604
2002/04/22, 7.6095
2002/04/23, 7.5925
2002/04/24, 7.6235
2002/04/25, 7.585
2002/04/26, 7.5745
2002/04/29, 7.5745
2002/04/30, 7.573
2002/05/02, 7.557
2002/05/03, 7.5645
2002/05/06, 7.587
2002/05/07, 7.623
2002/05/08, 7.5815
2002/05/09, 7.58
2002/05/10, 7.5645
2002/05/13, 7.548
2002/05/14, 7.5475
2002/05/15, 7.536
2002/05/16, 7.541
2002/05/17, 7.545
2002/05/20, 7.551
2002/05/21, 7.536
2002/05/22, 7.505
2002/05/23, 7.483
2002/05/24, 7.4435
2002/05/27, 7.44
2002/05/28, 7.404
2002/05/29, 7.406
2002/05/30, 7.434
2002/05/31, 7.478
2002/06/03, 7.4385
2002/06/04, 7.4435
2002/06/05, 7.4035
2002/06/06, 7.389
2002/06/07, 7.443
2002/06/10, 7.4255
2002/06/11, 7.424
2002/06/12, 7.413
2002/06/13, 7.413
2002/06/14, 7.4155
2002/06/17, 7.415
2002/06/18, 7.421
2002/06/19, 7.376
2002/06/20, 7.3505
2002/06/21, 7.376
2002/06/24, 7.4005
2002/06/25, 7.345
2002/06/26, 7.365
2002/06/27, 7.398
2002/06/28, 7.4305
2002/07/01, 7.414
2002/07/02, 7.3535
2002/07/03, 7.3415
2002/07/04, 7.3225
2002/07/05, 7.307
2002/07/08, 7.305
2002/07/09, 7.3095
2002/07/10, 7.296
2002/07/11, 7.285
2002/07/12, 7.329
2002/07/15, 7.357
2002/07/16, 7.3725
2002/07/17, 7.3775
2002/07/18, 7.381
2002/07/19, 7.438
2002/07/22, 7.482
2002/07/23, 7.548
2002/07/24, 7.5485
2002/07/25, 7.547
2002/07/26, 7.563
2002/07/29, 7.505
2002/07/30, 7.505
2002/07/31, 7.427
2002/08/01, 7.449
2002/08/02, 7.5075
2002/08/05, 7.528
2002/08/06, 7.5
2002/08/07, 7.508
2002/08/08, 7.478
2002/08/09, 7.4635
2002/08/12, 7.466
2002/08/13, 7.4495
2002/08/14, 7.448
2002/08/15, 7.429
2002/08/16, 7.374
2002/08/19, 7.382
2002/08/20, 7.355
2002/08/21, 7.3575
2002/08/22, 7.396
2002/08/23, 7.4065
2002/08/26, 7.3895
2002/08/27, 7.3805
2002/08/28, 7.381
2002/08/29, 7.3945
2002/08/30, 7.3815
2002/09/02, 7.3925
2002/09/03, 7.4375
2002/09/04, 7.4425
2002/09/05, 7.3815
2002/09/06, 7.3535
2002/09/09, 7.358
2002/09/10, 7.391
2002/09/11, 7.379
2002/09/12, 7.371
2002/09/13, 7.359
2002/09/16, 7.3415
2002/09/17, 7.356
2002/09/18, 7.3645
2002/09/19, 7.3245
2002/09/20, 7.362
2002/09/23, 7.355
2002/09/24, 7.321
2002/09/25, 7.3145
2002/09/26, 7.322
2002/09/27, 7.3325
2002/09/30, 7.3415
2002/10/01, 7.315
2002/10/02, 7.302
2002/10/03, 7.3125
2002/10/04, 7.304
2002/10/07, 7.2885
2002/10/08, 7.276
2002/10/09, 7.262
2002/10/10, 7.305
2002/10/11, 7.283
2002/10/14, 7.2815
2002/10/15, 7.2975
2002/10/16, 7.3095
2002/10/17, 7.412
2002/10/18, 7.4015
2002/10/21, 7.398
2002/10/22, 7.434
2002/10/23, 7.4015
2002/10/24, 7.374
2002/10/25, 7.358
2002/10/28, 7.371
2002/10/29, 7.391
2002/10/30, 7.39
2002/10/31, 7.365
2002/11/01, 7.3685
2002/11/04, 7.3705
2002/11/05, 7.3715
2002/11/06, 7.3595
2002/11/07, 7.3545
2002/11/08, 7.332
2002/11/11, 7.2975
2002/11/12, 7.3025
2002/11/13, 7.321
2002/11/14, 7.3145
2002/11/15, 7.3025
2002/11/18, 7.3135
2002/11/19, 7.327
2002/11/20, 7.331
2002/11/21, 7.3155
2002/11/22, 7.3045
2002/11/25, 7.304
2002/11/26, 7.264
2002/11/27, 7.275
2002/11/28, 7.288
2002/11/29, 7.282
2002/12/02, 7.2625
2002/12/03, 7.275
2002/12/04, 7.2655
2002/12/05, 7.2745
2002/12/06, 7.264
2002/12/09, 7.308
2002/12/10, 7.328
2002/12/11, 7.344
2002/12/12, 7.335
2002/12/13, 7.3295
2002/12/16, 7.31
2002/12/17, 7.2945
2002/12/18, 7.313
2002/12/19, 7.285
2002/12/20, 7.287
2002/12/23, 7.2895
2002/12/24, 7.2763
2002/12/27, 7.306
2002/12/30, 7.2725
2002/12/31, 7.2756
2003/01/02, 7.267
2003/01/03, 7.236
2003/01/06, 7.242
2003/01/07, 7.237
2003/01/08, 7.2225
2003/01/09, 7.2255
2003/01/10, 7.252
2003/01/13, 7.2895
2003/01/14, 7.3285
2003/01/15, 7.302
2003/01/16, 7.266
2003/01/17, 7.274
2003/01/20, 7.318
2003/01/21, 7.343
2003/01/22, 7.389
2003/01/23, 7.406
2003/01/24, 7.457
2003/01/27, 7.4555
2003/01/28, 7.47
2003/01/29, 7.458
2003/01/30, 7.4315
2003/01/31, 7.452
2003/02/03, 7.479
2003/02/04, 7.487
2003/02/05, 7.5635
2003/02/06, 7.5145
2003/02/07, 7.469
2003/02/10, 7.4625
2003/02/11, 7.466
2003/02/12, 7.4615
2003/02/13, 7.4935
2003/02/14, 7.5355
2003/02/17, 7.515
2003/02/18, 7.5215
2003/02/19, 7.5255
2003/02/20, 7.536
2003/02/21, 7.547
2003/02/24, 7.553
